dataTime,sidoName,stationName,mangName,so2Value,coValue,o3Value,no2Value,pm10Value,pm10Value24,pm25Value,pm25Value24,khaiValue,khaiGrade,so2Grade,coGrade,o3Grade,no2Grade,pm10Grade,pm25Grade,pm10Grade1h,pm25Grade1h,so2Flag,coFlag,o3Flag,no2Flag,pm10Flag,pm25Flag
2021-07-01 08:00,서울,서초구,도시대기,0.003,0.5,0.016,0.025,31,35,14,20,61,보통,좋음,좋음,좋음,좋음,보통,보통,보통,좋음,,,,,,
2021-07-01 08:00,서울,도산대로,도로변대기,0.002,0.6,0.007,0.029,23,26,17,20,61,보통,좋음,좋음,좋음,좋음,좋음,보통,좋음,보통,,,,,,
2021-07-01 08:00,서울,강남대로,도로변대기,0.002,0.8,0.006,0.028,43,43,24,25,63,보통,좋음,좋음,좋음,좋음,보통,보통,보통,보통,,,,,,
2021-07-01 08:00,서울,송파구,도시대기,0.003,0.5,0.011,0.028,34,38,24,26,77,보통,좋음,좋음,좋음,좋음,보통,보통,보통,보통,,,,,,
2021-07-01 08:00,서울,강동구,도시대기,0.002,0.3,0.007,0.021,25,31,16,23,69,보통,좋음,좋음,좋음,좋음,보통,보통,좋음,보통,,,,,,
2021-07-01 08:00,서울,천호대로,도로변대기,0.003,0.6,0.007,0.038,36,40,22,27,79,보통,좋음,좋음,좋음,보통,보통,보통,보통,보통,,,,,,
2021-07-01 08:00,서울,금천구,도시대기,0.003,0.5,0.009,0.030,43,44,34,30,87,보통,좋음,좋음,좋음,좋음,보통,보통,보통,보통,,,,,,
2021-07-01 08:00,서울,시흥대로,도로변대기,0.004,0.8,0.004,0.052,57,55,33,30,87,보통,좋음,좋음,좋음,보통,보통,보통,보통,보통,,,,,,
2021-07-01 08:00,서울,강북구,도시대기,0.002,0.4,0.009,0.017,28,33,19,22,66,보통,좋음,좋음,좋음,좋음,보통,보통,좋음,보통,,,,,,
2021-07-01 08:00,서울,양천구,도시대기,0.003,0.5,0.013,0.026,,,19,25,,,좋음,좋음,좋음,좋음,,보통,,보통,,,,,자료이상,
2021-07-01 08:00,서울,노원구,도시대기,0.003,0.5,0.008,0.021,30,32,19,21,64,보통,좋음,좋음,좋음,좋음,보통,보통,좋음,보통,,,,,,
2021-07-01 08:00,서울,화랑로,도로변대기,0.003,0.6,0.005,0.032,44,39,25,24,72,보통,좋음,좋음,좋음,보통,보통,보통,보통,보통,,,,,,
,부산,광복동,도시대기,,,,,,,,,,,,,,,,,,,통신장애,통신장애,통신장애,통신장애,통신장애,통신장애
2021-07-01 08:00,부산,초량동,도로변대기,0.002,0.4,0.013,0.031,27,22,13,13,51,보통,좋음,좋음,좋음,보통,좋음,좋음,좋음,좋음,,,,,,
2021-07-01 08:00,부산,태종대,도시대기,0.006,0.2,0.031,0.011,19,22,6,8,51,보통,좋음,좋음,보통,좋음,좋음,좋음,좋음,좋음,,,,,,
2021-07-01 08:00,부산,청학동,도시대기,0.006,0.2,0.020,0.025,17,20,12,11,42,좋음,좋음,좋음,좋음,좋음,좋음,좋음,좋음,좋음,,,,,,
2021-07-01 08:00,부산,전포동,도시대기,0.002,0.2,0.029,0.011,2,10,,,,,좋음,좋음,좋음,좋음,좋음,,좋음,,,,,,,자료이상
2021-07-01 08:00,부산,온천동,도로변대기,0.002,0.3,0.017,0.027,23,22,15,15,50,좋음,좋음,좋음,좋음,좋음,좋음,좋음,좋음,좋음,,,,,,
2021-07-01 08:00,부산,명장동,도시대기,,,0.021,0.011,22,19,9,13,43,좋음,,,좋음,좋음,좋음,좋음,좋음,좋음,통신장애,통신장애,,,,
2021-07-01 08:00,부산,대연동,도시대기,0.006,0.4,0.030,0.013,18,18,10,12,50,좋음,좋음,좋음,좋음,좋음,좋음,좋음,좋음,좋음,,,,,,
2021-07-01 08:00,부산,학장동,도시대기,0.003,,0.010,0.025,33,24,17,17,54,보통,좋음,,좋음,좋음,좋음,보통,보통,보통,,자료이상,,,,
2021-07-01 08:00,부산,덕천동,도시대기,0.003,0.3,0.013,0.025,24,26,14,17,54,보통,좋음,좋음,좋음,좋음,좋음,보통,좋음,좋음,,,,,,
2021-07-01 08:00,부산,화명동,도시대기,,,0.017,0.021,17,19,12,14,47,좋음,,,좋음,좋음,좋음,좋음,좋음,좋음,통신장애,통신장애,,,,
2021-07-01 08:00,부산,청룡동,도시대기,,,0.032,0.008,16,17,11,12,52,보통,,,보통,좋음,좋음,좋음,좋음,좋음,통신장애,통신장애,,,,
2021-07-01 08:00,부산,좌동,도시대기,0.007,0.3,0.023,0.014,17,21,12,14,47,좋음,좋음,좋음,좋음,좋음,좋음,좋음,좋음,좋음,,,,,,
2021-07-01 08:00,부산,재송동,도시대기,0.004,0.2,0.014,0.019,16,17,15,13,43,좋음,좋음,좋음,좋음,좋음,좋음,좋음,좋음,좋음,,,,,,
2021-07-01 08:00,부산,장림동,도시대기,,0.4,0.008,0.030,33,26,24,20,61,보통,,좋음,좋음,좋음,좋음,보통,보통,보통,장비점검,,,,,
,부산,대저동,도시대기,,,,,,,,,,,,,,,,,,,통신장애,통신장애,통신장애,통신장애,통신장애,통신장애
2021-07-01 08:00,부산,녹산동,도시대기,0.006,0.2,0.019,0.021,33,32,23,21,64,보통,좋음,좋음,좋음,좋음,보통,보통,보통,보통,,,,,,
2021-07-01 08:00,부산,명지동,도시대기,0.002,0.3,0.016,0.019,28,25,16,15,50,좋음,좋음,좋음,좋음,좋음,좋음,좋음,좋음,보통,,,,,,
,부산,연산동,도시대기,,,,,,,,,,,,,,,,,,,통신장애,통신장애,통신장애,통신장애,통신장애,통신장애
2021-07-01 08:00,부산,기장읍,도시대기,0.003,0.2,0.026,0.010,15,18,,13,43,좋음,좋음,좋음,좋음,좋음,좋음,좋음,좋음,,,,,,,자료이상
2021-07-01 08:00,부산,용수리,도시대기,0.002,0.2,0.029,0.008,14,17,13,14,48,좋음,좋음,좋음,좋음,좋음,좋음,좋음,좋음,좋음,,,,,,
2021-07-01 08:00,부산,수정동,도시대기,0.003,0.2,0.031,0.011,20,23,9,13,51,보통,좋음,좋음,보통,좋음,좋음,좋음,좋음,좋음,,,,,,
2021-07-01 08:00,부산,부곡동,도시대기,0.002,0.2,0.026,0.012,16,20,11,11,43,좋음,좋음,좋음,좋음,좋음,좋음,좋음,좋음,좋음,,,,,,
2021-07-01 08:00,부산,회동동,도시대기,0.002,0.4,0.016,0.018,16,16,16,13,43,좋음,좋음,좋음,좋음,좋음,좋음,좋음,좋음,보통,,,,,,
2021-07-01 08:00,부산,광안동,도시대기,,,0.022,0.014,14,17,14,9,37,좋음,,,좋음,좋음,좋음,좋음,좋음,좋음,통신장애,통신장애,,,,
2021-07-01 08:00,부산,대신동,도시대기,0.006,0.3,0.030,0.012,12,19,10,11,50,좋음,좋음,좋음,좋음,좋음,좋음,좋음,좋음,좋음,,,,,,
2021-07-01 08:00,부산,덕포동,도시대기,0.003,0.3,0.015,0.021,23,22,18,19,59,보통,좋음,좋음,좋음,좋음,좋음,보통,좋음,보통,,,,,,
2021-07-01 08:00,부산,개금동,도시대기,0.003,0.3,0.026,0.014,23,21,13,12,43,좋음,좋음,좋음,좋음,좋음,좋음,좋음,좋음,좋음,,,,,,
2021-07-01 08:00,부산,당리동,도시대기,0.002,0.3,0.011,0.031,26,23,18,17,54,보통,좋음,좋음,좋음,보통,좋음,보통,좋음,보통,,,,,,
2021-07-01 08:00,부산,부산북항,도로변대기,0.005,0.2,0.020,0.031,20,22,12,13,51,보통,좋음,좋음,좋음,보통,좋음,좋음,좋음,좋음,,,,,,
2021-07-01 08:00,부산,부산신항,도로변대기,0.003,0.3,0.021,0.025,34,32,23,18,56,보통,좋음,좋음,좋음,좋음,보통,보통,보통,보통,,,,,,
2021-07-01 08:00,부산,부산항,항만,0.003,0.2,0.007,0.036,55,44,30,27,79,보통,좋음,좋음,좋음,보통,보통,보통,보통,보통,,,,,,
2021-07-01 08:00,대구,수창동,도시대기,0.003,0.5,0.021,0.011,34,31,27,22,66,보통,좋음,좋음,좋음,좋음,보통,보통,보통,보통,,,,,,
2021-07-01 08:00,대구,지산동,도시대기,0.003,0.5,0.026,0.006,25,22,20,18,56,보통,좋음,좋음,좋음,좋음,좋음,보통,좋음,보통,,,,,,
2021-07-01 08:00,대구,서호동,도시대기,0.001,0.6,0.013,0.012,45,34,31,21,64,보통,좋음,좋음,좋음,좋음,보통,보통,보통,보통,,,,,,
2021-07-01 08:00,대구,이현동,도시대기,0.003,0.5,0.021,0.014,39,31,23,20,61,보통,좋음,좋음,좋음,좋음,보통,보통,보통,보통,,,,,,
2021-07-01 08:00,대구,평리동,도로변대기,0.002,0.6,0.016,0.016,32,24,23,,,,좋음,좋음,좋음,좋음,좋음,,보통,보통,,,,,,
2021-07-01 08:00,대구,대명동,도시대기,0.003,0.4,0.028,0.008,31,27,12,14,47,좋음,좋음,좋음,좋음,좋음,좋음,좋음,보통,좋음,,,,,,
2021-07-01 08:00,대구,신암동,도시대기,0.003,0.3,0.011,0.014,47,35,32,24,72,보통,좋음,좋음,좋음,좋음,보통,보통,보통,보통,,,,,,
2021-07-01 08:00,대구,태전동,도시대기,0.003,0.5,0.016,0.013,42,33,33,23,69,보통,좋음,좋음,좋음,좋음,보통,보통,보통,보통,,,,,,
2021-07-01 08:00,대구,산격동,도시대기,0.003,0.6,0.019,0.010,42,34,33,25,74,보통,좋음,좋음,좋음,좋음,보통,보통,보통,보통,,,,,,
2021-07-01 08:00,대구,만촌동,도시대기,0.003,0.6,0.021,0.011,30,23,23,,,,좋음,좋음,좋음,좋음,좋음,,좋음,보통,,,,,,
2021-07-01 08:00,대구,호림동,도시대기,0.003,0.2,0.023,0.013,32,32,17,16,52,보통,좋음,좋음,좋음,좋음,보통,보통,보통,보통,,,,,,
2021-07-01 08:00,대구,유가읍,도시대기,0.003,0.2,0.014,0.012,41,36,27,22,66,보통,좋음,좋음,좋음,좋음,보통,보통,보통,보통,,,,,,
2021-07-01 08:00,대구,이곡동,도로변대기,0.003,0.4,0.011,0.029,47,38,27,24,72,보통,좋음,좋음,좋음,좋음,보통,보통,보통,보통,,,,,,
2021-07-01 08:00,대구,시지동,도시대기,0.002,0.5,0.022,0.009,41,33,33,25,74,보통,좋음,좋음,좋음,좋음,보통,보통,보통,보통,,,,,,
2021-07-01 08:00,대구,진천동,도시대기,0.003,0.4,0.027,0.010,33,28,17,16,51,보통,좋음,좋음,좋음,좋음,좋음,보통,보통,보통,,,,,,
2021-07-01 08:00,대구,다사읍,도시대기,0.002,0.5,0.017,0.009,45,35,20,16,55,보통,좋음,좋음,좋음,좋음,보통,보통,보통,보통,,,,,,
2021-07-01 08:00,대구,본동,도시대기,0.002,0.3,0.021,0.008,28,25,18,18,56,보통,좋음,좋음,좋음,좋음,좋음,보통,좋음,보통,,,,,,
2021-07-01 08:00,대구,내당동,도시대기,0.001,0.2,0.025,0.010,39,32,24,20,61,보통,좋음,좋음,좋음,좋음,보통,보통,보통,보통,,,,,,
2021-07-01 08:00,대구,침산동,도시대기,0.003,0.4,0.016,0.014,39,32,27,21,64,보통,좋음,좋음,좋음,좋음,보통,보통,보통,보통,,,,,,
2021-07-01 08:00,대구,화원읍,도시대기,0.002,0.4,0.022,0.011,29,23,19,16,51,보통,좋음,좋음,좋음,좋음,좋음,보통,좋음,보통,,,,,,
2021-07-01 08:00,인천,신흥,도시대기,0.004,0.5,0.010,0.030,49,41,32,27,79,보통,좋음,좋음,좋음,좋음,보통,보통,보통,보통,,,,,,
2021-07-01 08:00,인천,서해,도로변대기,0.004,0.7,0.007,,59,48,36,33,,,좋음,좋음,좋음,,보통,보통,보통,나쁨,,,,장비점검,,
2021-07-01 08:00,인천,영종,도시대기,0.003,0.4,0.024,0.010,41,37,26,25,74,보통,좋음,좋음,좋음,좋음,보통,보통,보통,보통,,,,,,
2021-07-01 08:00,인천,송림,도시대기,0.002,0.7,0.013,0.027,69,62,36,32,92,보통,좋음,좋음,좋음,좋음,보통,보통,보통,나쁨,,,,,,
2021-07-01 08:00,인천,구월동,도시대기,0.002,0.8,0.007,0.024,46,41,38,34,97,보통,좋음,좋음,좋음,좋음,보통,보통,보통,나쁨,,,,,,
2021-07-01 08:00,인천,숭의,도시대기,0.003,0.6,0.010,0.030,44,47,33,33,95,보통,좋음,좋음,좋음,좋음,보통,보통,보통,보통,,,,,,
2021-07-01 08:00,인천,석바위,도로변대기,0.004,0.7,0.008,0.033,42,45,24,27,79,보통,좋음,좋음,좋음,보통,보통,보통,보통,보통,,,,,,
2021-07-01 08:00,인천,부평역,도로변대기,0.006,0.5,0.005,0.040,42,36,42,30,87,보통,좋음,좋음,좋음,보통,보통,보통,보통,나쁨,,,,,,
2021-07-01 08:00,인천,남동,도로변대기,0.002,0.6,0.007,0.023,54,52,37,29,85,보통,좋음,좋음,좋음,좋음,보통,보통,보통,나쁨,,,,,,
2021-07-01 08:00,인천,주안,도시대기,0.003,0.5,0.012,0.029,44,43,42,38,109,나쁨,좋음,좋음,좋음,좋음,보통,나쁨,보통,나쁨,,,,,,
2021-07-01 08:00,인천,부평,도시대기,0.004,0.6,0.007,0.039,46,45,33,30,87,보통,좋음,좋음,좋음,보통,보통,보통,보통,보통,,,,,,
2021-07-01 08:00,인천,연희,도시대기,0.003,0.5,0.012,0.026,40,37,30,27,79,보통,좋음,좋음,좋음,좋음,보통,보통,보통,보통,,,,,,
2021-07-01 08:00,인천,검단,도시대기,0.004,0.4,0.012,0.012,40,43,28,30,87,보통,좋음,좋음,좋음,좋음,보통,보통,보통,보통,,,,,,
2021-07-01 08:00,인천,중봉,도로변대기,0.004,0.7,0.009,0.041,64,58,38,31,90,보통,좋음,좋음,좋음,보통,보통,보통,보통,나쁨,,,,,,
2021-07-01 08:00,인천,계산,도시대기,0.003,0.7,0.011,0.016,36,31,24,21,64,보통,좋음,좋음,좋음,좋음,보통,보통,보통,보통,,,,,,
2021-07-01 08:00,인천,고잔,도시대기,0.004,0.6,0.018,0.032,61,55,53,36,101,나쁨,좋음,좋음,좋음,보통,보통,나쁨,보통,나쁨,,,,,,
2021-07-01 08:00,인천,서창,도시대기,0.003,0.7,0.010,0.026,53,50,34,29,85,보통,좋음,좋음,좋음,좋음,보통,보통,보통,보통,,,,,,
2021-07-01 08:00,인천,석남,도시대기,0.003,0.5,0.011,0.030,44,37,34,29,85,보통,좋음,좋음,좋음,좋음,보통,보통,보통,보통,,,,,,
2021-07-01 08:00,인천,송해,도시대기,0.002,0.4,0.024,0.005,27,33,26,29,85,보통,좋음,좋음,좋음,좋음,보통,보통,좋음,보통,,,,,,
2021-07-01 08:00,인천,동춘,도시대기,0.004,0.6,0.011,0.030,90,63,65,44,132,나쁨,좋음,좋음,좋음,좋음,보통,나쁨,나쁨,나쁨,,,,,,
2021-07-01 08:00,인천,운서,도시대기,0.003,0.5,0.017,0.009,46,46,35,30,87,보통,좋음,좋음,좋음,좋음,보통,보통,보통,보통,,,,,,
2021-07-01 08:00,인천,송현,도로변대기,0.004,0.5,0.006,0.039,54,50,40,34,97,보통,좋음,좋음,좋음,보통,보통,보통,보통,나쁨,,,,,,
2021-07-01 08:00,인천,논현,도시대기,0.003,0.6,0.005,0.032,76,60,45,36,101,나쁨,좋음,좋음,좋음,보통,보통,나쁨,보통,나쁨,,,,,,
2021-07-01 08:00,인천,청라,도시대기,0.006,0.5,0.006,0.026,43,41,29,30,87,보통,좋음,좋음,좋음,좋음,보통,보통,보통,보통,,,,,,
2021-07-01 08:00,인천,송도,도시대기,0.003,0.5,0.017,0.029,62,55,46,35,100,보통,좋음,좋음,좋음,좋음,보통,보통,보통,나쁨,,,,,,
2021-07-01 08:00,인천,아암,도시대기,0.003,0.5,0.015,0.032,77,53,44,34,97,보통,좋음,좋음,좋음,보통,보통,보통,보통,나쁨,,,,,,
2021-07-01 08:00,인천,원당,도시대기,0.003,0.5,0.009,0.022,41,43,29,30,87,보통,좋음,좋음,좋음,좋음,보통,보통,보통,보통,,,,,,
2021-07-01 08:00,인천,길상,도시대기,0.002,0.4,0.019,0.007,42,38,26,26,77,보통,좋음,좋음,좋음,좋음,보통,보통,보통,보통,,,,,,
2021-07-01 08:00,인천,삼산,도시대기,0.003,0.6,0.005,0.032,44,42,27,29,85,보통,좋음,좋음,좋음,보통,보통,보통,보통,보통,,,,,,
2021-07-01 08:00,인천,경인항,항만,0.002,0.3,0.010,0.024,59,43,31,28,82,보통,좋음,좋음,좋음,좋음,보통,보통,보통,보통,,,,,,
2021-07-01 08:00,인천,인천항,항만,0.002,0.2,0.005,0.043,55,44,34,27,79,보통,좋음,좋음,좋음,보통,보통,보통,보통,보통,,,,,,
2021-07-01 08:00,인천,석모리,교외대기,0.001,0.8,0.025,0.004,34,28,28,22,66,보통,좋음,좋음,좋음,좋음,좋음,보통,보통,보통,,,,,,
2021-07-01 08:00,인천,덕적도,교외대기,0.002,0.3,0.025,0.003,27,26,17,16,51,보통,좋음,좋음,좋음,좋음,좋음,보통,좋음,보통,,,,,,
2021-07-01 08:00,인천,백령도,국가배경농도,0.002,0.3,0.031,0.003,14,21,11,14,51,보통,좋음,좋음,보통,좋음,좋음,좋음,좋음,좋음,,,,,,
2021-07-01 08:00,인천,영흥,도시대기,0.006,0.2,0.029,0.010,37,32,24,24,72,보통,좋음,좋음,좋음,좋음,보통,보통,보통,보통,,,,,,
2021-07-01 08:00,인천,연평도,국가배경농도,0.002,0.2,0.015,0.010,35,26,0,,,,좋음,좋음,좋음,좋음,좋음,,보통,좋음,,,,,,
2021-07-01 08:00,인천,울도,국가배경농도,0.002,0.4,0.020,0.008,24,24,,,,,좋음,좋음,좋음,좋음,좋음,,좋음,,,,,,,자료이상
2021-07-01 08:00,광주,서석동,도시대기,0.004,0.6,0.023,0.020,22,26,,20,61,보통,좋음,좋음,좋음,좋음,좋음,보통,좋음,,,,,,,자료이상
2021-07-01 08:00,광주,농성동,도시대기,0.004,0.7,0.026,0.020,,,,,,,좋음,좋음,좋음,좋음,,,,,,,,,점검및교정,장비점검
2021-07-01 08:00,광주,치평동,도로변대기,0.004,0.8,0.014,0.024,38,31,23,22,66,보통,좋음,좋음,좋음,좋음,보통,보통,보통,보통,,,,,,
2021-07-01 08:00,광주,노대동,도시대기,0.004,0.6,0.017,0.017,22,24,21,20,61,보통,좋음,좋음,좋음,좋음,좋음,보통,좋음,보통,,,,,,
2021-07-01 08:00,광주,유촌동,도시대기,0.004,,0.024,,36,29,31,25,,,좋음,,좋음,,좋음,보통,보통,보통,,장비점검,,장비점검,,
2021-07-01 08:00,광주,두암동,도시대기,0.003,0.6,0.020,0.020,33,33,21,22,66,보통,좋음,좋음,좋음,좋음,보통,보통,보통,보통,,,,,,
2021-07-01 08:00,광주,운암동,도로변대기,0.004,0.6,0.018,0.033,,,,,,,좋음,좋음,좋음,보통,,,,,,,,,점검및교정,장비점검
2021-07-01 08:00,광주,건국동,도시대기,0.003,0.5,0.019,0.009,29,27,22,22,66,보통,좋음,좋음,좋음,좋음,좋음,보통,좋음,보통,,,,,,
2021-07-01 08:00,광주,일곡동,도시대기,0.003,0.3,0.023,0.005,26,24,22,21,64,보통,좋음,좋음,좋음,좋음,좋음,보통,좋음,보통,,,,,,
2021-07-01 08:00,광주,오선동,도시대기,0.003,0.7,0.018,0.014,,,,,,,좋음,좋음,좋음,좋음,,,,,,,,,장비점검,장비점검
2021-07-01 08:00,광주,우산동(광주),도시대기,0.003,0.4,0.014,0.019,35,29,27,21,64,보통,좋음,좋음,좋음,좋음,좋음,보통,보통,보통,,,,,,
2021-07-01 08:00,광주,평동,도시대기,0.004,0.9,0.017,0.018,37,33,26,23,69,보통,좋음,좋음,좋음,좋음,보통,보통,보통,보통,,,,,,
2021-07-01 08:00,광주,주월동,도시대기,0.003,0.7,0.016,0.022,36,29,24,22,66,보통,좋음,좋음,좋음,좋음,좋음,보통,보통,보통,,,,,,
2021-07-01 08:00,대전,구성동,도시대기,0.003,0.5,0.015,0.017,40,37,13,14,57,보통,좋음,좋음,좋음,좋음,보통,좋음,보통,좋음,,,,,,
2021-07-01 08:00,대전,노은동,도시대기,0.003,0.5,0.018,0.006,49,38,33,23,69,보통,좋음,좋음,좋음,좋음,보통,보통,보통,보통,,,,,,
2021-07-01 08:00,대전,상대동(대전),도시대기,0.003,0.5,0.013,0.019,30,27,25,18,56,보통,좋음,좋음,좋음,좋음,좋음,보통,좋음,보통,,,,,,
2021-07-01 08:00,대전,관평동,도시대기,0.001,0.5,0.023,0.007,29,31,20,20,61,보통,좋음,좋음,좋음,좋음,보통,보통,좋음,보통,,,,,,
2021-07-01 08:00,대전,대흥동1,도로변대기,0.003,0.4,0.024,0.020,42,34,27,23,69,보통,좋음,좋음,좋음,좋음,보통,보통,보통,보통,,,,,,
2021-07-01 08:00,대전,성남동1,도시대기,0.004,0.4,0.022,0.010,25,27,20,21,64,보통,좋음,좋음,좋음,좋음,좋음,보통,좋음,보통,,,,,,
2021-07-01 08:00,대전,대성동,도시대기,0.003,0.5,0.016,0.018,33,31,18,17,54,보통,좋음,좋음,좋음,좋음,보통,보통,보통,보통,,,,,,
2021-07-01 08:00,대전,정림동,도시대기,0.003,0.5,0.009,0.014,22,29,19,15,50,좋음,좋음,좋음,좋음,좋음,좋음,좋음,좋음,보통,,,,,,
2021-07-01 08:00,대전,둔산동,도시대기,0.003,0.6,0.010,0.024,39,36,31,26,77,보통,좋음,좋음,좋음,좋음,보통,보통,보통,보통,,,,,,
2021-07-01 08:00,대전,월평동,도로변대기,,0.8,0.011,0.024,38,29,30,,,,,좋음,좋음,좋음,좋음,,보통,보통,자료이상,,,,,
2021-07-01 08:00,대전,읍내동,도시대기,0.003,0.8,0.012,0.022,50,43,26,22,66,보통,좋음,좋음,좋음,좋음,보통,보통,보통,보통,,,,,,
2021-07-01 08:00,대전,문평동,도시대기,,0.4,0.014,0.017,34,33,20,20,61,보통,,좋음,좋음,좋음,보통,보통,보통,보통,자료이상,,,,,
2021-07-01 08:00,대전,문창동,도시대기,0.003,0.6,0.013,0.016,24,23,15,14,47,좋음,좋음,좋음,좋음,좋음,좋음,좋음,좋음,좋음,,,,,,
2021-07-01 08:00,울산,대송동,도시대기,,0.3,0.035,0.006,12,12,10,10,54,보통,,좋음,보통,좋음,좋음,좋음,좋음,좋음,자료이상,,,,,
2021-07-01 08:00,울산,성남동,도시대기,0.002,0.3,0.021,0.011,22,19,9,9,35,좋음,좋음,좋음,좋음,좋음,좋음,좋음,좋음,좋음,,,,,,
